nome_pc,cpu_modelo,cpu_temp,cpu_uso,cpu_energia,ram_uso,ram_utilizada,ram_livre,
GUSNAWEB,Intel Core i5-8350U,82.0,10.8,13.8,88.6,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,74.0,10.7,14.9,88.5,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,85.0,12.6,15.8,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,84.0,12.5,15.1,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,83.0,11.1,17.8,88.5,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,67.0,2.9,2.8,88.5,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,67.0,2.1,3.3,88.5,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,72.0,4.1,7.9,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,80.0,8.3,17.3,89.0,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,76.0,9.4,22.1,89.1,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,81.0,8.4,8.7,89.1,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,68.0,4.0,6.7,89.1,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,64.0,1.9,1.9,89.1,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,78.0,3.7,6.7,89.0,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,64.0,3.3,2.7,89.0,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,67.0,2.0,6.5,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,63.0,2.7,2.9,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,66.0,4.1,6.6,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,63.0,1.4,2.5,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,62.0,4.1,4.1,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,65.0,3.3,4.3,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,65.0,2.1,4.0,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,73.0,6.6,5.8,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,67.0,11.4,14.9,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,75.0,4.4,6.4,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,69.0,4.8,5.8,88.9,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,86.0,11.9,17.3,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,63.0,8.5,9.9,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,63.0,2.7,4.0,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,63.0,2.9,4.8,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,66.0,2.6,3.5,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,72.0,4.3,6.9,89.4,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,62.0,6.5,6.5,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,61.0,3.1,4.1,89.4,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,64.0,5.5,3.7,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,62.0,7.6,4.6,89.4,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,61.0,3.5,4.0,89.4,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,65.0,3.5,4.4,89.4,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,60.0,2.5,3.3,89.4,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,60.0,3.5,3.9,89.4,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,64.0,2.5,4.2,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,60.0,3.3,4.5,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,61.0,3.1,4.0,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,66.0,3.1,4.5,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,60.0,2.1,3.3,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,70.0,2.9,4.9,89.1,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,63.0,6.5,6.4,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,59.0,3.1,3.0,89.2,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,59.0,3.5,6.2,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,59.0,9.2,6.6,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,58.0,3.1,3.9,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,58.0,2.5,3.9,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,58.0,2.1,5.3,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,60.0,1.2,2.4,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,59.0,4.3,4.0,89.2,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,56.0,2.3,5.1,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,57.0,2.3,3.2,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,56.0,2.9,3.4,89.3,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,70.0,5.9,8.8,88.5,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,56.0,2.2,3.2,88.4,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,56.0,2.9,3.9,88.4,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,2.9,3.7,88.4,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,56.0,3.1,4.0,88.4,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,56.0,2.7,3.1,88.4,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,57.0,2.1,4.7,88.4,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,2.5,3.9,88.4,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,58.0,3.9,6.6,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,66.0,4.3,13.5,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,58.0,3.1,9.7,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,56.0,2.1,3.8,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,56.0,3.1,4.4,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,1.2,2.8,88.6,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,2.5,3.4,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,54.0,2.5,3.7,88.6,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,2.1,3.9,88.6,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,2.5,3.1,88.6,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,4.3,5.8,88.6,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,4.7,4.6,88.6,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,55.0,3.3,3.4,88.6,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,54.0,2.0,4.0,88.6,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,59.0,4.3,10.1,88.6,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,75.0,15.4,24.8,92.0,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,78.0,18.0,26.3,92.9,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,60.0,6.3,10.2,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,1.9,4.9,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,58.0,2.3,3.5,92.5,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,2.7,6.2,92.5,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,6.4,5.4,92.3,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,58.0,3.3,3.6,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,58.0,2.7,6.3,92.3,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,3.5,6.0,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,8.8,7.2,91.9,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,2.7,5.1,91.8,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,56.0,3.9,6.2,91.6,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,56.0,6.3,4.7,91.7,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,56.0,2.5,4.4,91.6,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,57.0,2.9,5.7,91.7,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,60.0,3.8,6.0,91.6,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,57.0,3.5,6.2,91.7,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,56.0,3.7,5.3,91.5,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,56.0,1.2,2.9,91.5,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,56.0,2.3,4.1,91.5,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,56.0,3.5,3.6,91.5,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,57.0,2.1,3.5,91.5,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,54.0,2.7,4.9,91.4,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,56.0,7.4,5.7,91.4,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,57.0,9.4,11.5,92.8,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,55.0,3.5,5.5,92.7,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,62.0,2.9,10.0,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,59.0,4.4,9.7,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,58.0,4.2,7.3,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,74.0,3.5,8.1,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,3.8,7.1,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,56.0,4.1,7.9,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,58.0,3.3,7.5,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,69.0,4.2,9.4,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,60.0,2.7,5.3,92.0,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,76.0,14.9,27.4,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,62.0,10.9,20.9,93.3,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,59.0,4.7,8.9,93.3,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,57.0,1.8,5.3,93.2,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,58.0,2.5,5.7,93.0,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,1.5,5.9,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,60.0,1.8,5.1,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,56.0,2.9,6.8,92.5,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,57.0,2.3,5.6,92.4,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,59.0,3.5,6.7,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,69.0,7.2,21.9,93.2,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,65.0,12.1,18.2,93.5,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,60.0,2.5,11.4,93.4,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,76.0,5.5,12.6,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,76.0,20.2,26.7,94.5,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,60.0,7.8,9.7,94.5,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,71.0,2.7,11.1,94.5,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,61.0,6.6,11.1,94.5,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,57.0,1.4,3.8,94.6,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,63.0,2.5,6.8,94.6,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,75.0,8.1,15.9,93.4,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,61.0,10.4,14.3,93.6,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,58.0,1.6,6.0,93.7,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,61.0,2.5,5.5,93.7,7.4,0.5,
GUSNAWEB,Intel Core i5-8350U,59.0,2.5,6.3,93.7,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,72.0,5.7,10.1,93.2,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,74.0,12.3,19.4,93.1,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,61.0,8.4,16.6,93.5,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,72.0,10.2,15.8,93.8,7.4,0.5,
GUSNAWEB,Intel Core i5-8350U,61.0,8.0,8.6,94.2,7.4,0.5,
GUSNAWEB,Intel Core i5-8350U,71.0,2.9,14.4,94.1,7.4,0.5,
GUSNAWEB,Intel Core i5-8350U,68.0,7.6,17.7,94.2,7.4,0.5,
GUSNAWEB,Intel Core i5-8350U,73.0,9.0,16.6,94.8,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,71.0,4.9,6.9,94.6,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,72.0,2.7,9.4,94.6,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,68.0,5.1,10.0,94.6,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,71.0,3.3,9.5,94.7,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,66.0,5.2,11.2,94.6,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,66.0,3.1,11.0,94.4,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,73.0,7.3,13.6,94.4,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,76.0,8.4,16.2,94.8,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,73.0,6.8,8.1,94.9,7.4,0.4,
GUSNAWEB,Intel Core i5-8350U,71.0,3.9,13.5,94.8,7.4,0.4,
