nome_pc,cpu_modelo,cpu_temp,cpu_uso,cpu_energia,ram_uso,ram_utilizada,ram_livre,
GUSNAWEB,Intel Core i5-8350U,73.0,11.1,18.8,91.1,7.1,0.7,
GUSNAWEB,Intel Core i5-8350U,68.0,3.5,17.0,91.2,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,65.0,10.0,15.3,91.3,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,72.0,15.0,17.2,90.3,7.1,0.8,
GUSNAWEB,Intel Core i5-8350U,69.0,3.5,5.1,90.3,7.1,0.8,
GUSNAWEB,Intel Core i5-8350U,75.0,11.5,27.1,92.0,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,60.0,6.1,9.3,92.5,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,62.0,4.3,9.0,91.3,7.2,0.7,
GUSNAWEB,Intel Core i5-8350U,60.0,2.1,6.4,92.0,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,75.0,9.6,16.3,93.4,7.3,0.5,
GUSNAWEB,Intel Core i5-8350U,78.0,14.7,24.0,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,82.0,11.6,19.5,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,82.0,21.0,24.4,92.5,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,81.0,11.4,16.7,92.6,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,85.0,18.8,23.6,92.3,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,78.0,13.6,23.6,92.7,7.3,0.6,
GUSNAWEB,Intel Core i5-8350U,85.0,17.0,24.5,91.0,7.1,0.7,
GUSNAWEB,Intel Core i5-8350U,78.0,15.2,22.9,89.7,7.0,0.8,
GUSNAWEB,Intel Core i5-8350U,77.0,21.3,22.0,90.8,7.1,0.7,
GUSNAWEB,Intel Core i5-8350U,78.0,15.7,21.8,90.9,7.1,0.7,
GUSNAWEB,Intel Core i5-8350U,78.0,16.6,22.5,92.1,7.2,0.6,
GUSNAWEB,Intel Core i5-8350U,78.0,17.0,22.2,88.4,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,79.0,14.3,19.8,88.7,7.0,0.9,
GUSNAWEB,Intel Core i5-8350U,83.0,13.2,23.9,87.7,6.9,1.0,
GUSNAWEB,Intel Core i5-8350U,77.0,12.7,18.1,87.3,6.8,1.0,
GUSNAWEB,Intel Core i5-8350U,86.0,16.8,20.2,87.1,6.8,1.0,
GUSNAWEB,Intel Core i5-8350U,86.0,12.4,22.0,88.2,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,88.0,18.9,27.2,88.3,6.9,0.9,
GUSNAWEB,Intel Core i5-8350U,87.0,30.6,28.4,88.8,7.0,0.9,
